FIPS,State,county_state,fi_rate,number_fi_persons,percent_low_threshold,low_threshold_type,percent_high_threshold,high_threshold_type,percent_fi_below_low_threshold,percent_fi_btwn_threshold,percent_fi_above_threshold,child_fi_rate,child_fi_persons,cost_per_meal,weighted_annual_food_budget_shortfall
48313,TX,"Madison County, Texas",0.174,2440,1.65,SNAP,1.85,Other Nutrition Program,0.459,0.027,0.514,0.227,630,2.9,1208000
48315,TX,"Marion County, Texas",0.226,2290,1.65,SNAP,1.85,Other Nutrition Program,0.702,0.046,0.252,0.295,560,2.86,1119000
48317,TX,"Martin County, Texas",0.082,460,1.65,SNAP,1.85,Other Nutrition Program,0.748,0.147,0.105,0.173,300,2.91,228000
48319,TX,"Mason County, Texas",0.138,570,1.65,SNAP,1.85,Other Nutrition Program,0.561,0.08,0.358,0.223,190,2.86,278000
48321,TX,"Matagorda County, Texas",0.169,6200,1.65,SNAP,1.85,Other Nutrition Program,0.697,0.012,0.291,0.278,2650,2.68,2839000
48323,TX,"Maverick County, Texas",0.1,5740,1.65,SNAP,1.85,Other Nutrition Program,0.986,0.014,0,0.266,4910,2.16,2120000
48325,TX,"Medina County, Texas",0.091,4440,1.65,SNAP,1.85,Other Nutrition Program,0.611,0.044,0.345,0.197,2250,2.76,2093000
48327,TX,"Menard County, Texas",0.127,270,1.65,SNAP,1.85,Other Nutrition Program,0.605,0.136,0.259,0.207,80,2.8,129000
48329,TX,"Midland County, Texas",0.103,16420,1.65,SNAP,1.85,Other Nutrition Program,0.501,0.053,0.445,0.178,7950,3.02,8470000
48331,TX,"Milam County, Texas",0.168,4120,1.65,SNAP,1.85,Other Nutrition Program,0.69,0.079,0.231,0.245,1500,2.96,2081000
48333,TX,"Mills County, Texas",0.142,690,1.65,SNAP,1.85,Other Nutrition Program,0.557,0.027,0.416,0.221,250,2.74,322000
48335,TX,"Mitchell County, Texas",0.123,1080,1.65,SNAP,1.85,Other Nutrition Program,0.366,0.032,0.602,0.198,330,2.9,535000
48337,TX,"Montague County, Texas",0.169,3270,1.65,SNAP,1.85,Other Nutrition Program,0.625,0.042,0.333,0.243,1080,2.84,1585000
48339,TX,"Montgomery County, Texas",0.138,73710,1.65,SNAP,1.85,Other Nutrition Program,0.494,0.045,0.461,0.207,29530,3.05,38391000
48341,TX,"Moore County, Texas",0.113,2480,1.65,SNAP,1.85,Other Nutrition Program,0.74,0.033,0.226,0.217,1520,2.88,1218000
48343,TX,"Morris County, Texas",0.221,2770,1.65,SNAP,1.85,Other Nutrition Program,0.551,0.037,0.412,0.271,780,2.79,1321000
48345,TX,"Motley County, Texas",0.156,170,1.65,SNAP,1.85,Other Nutrition Program,0.769,0.162,0.069,0.202,50,2.9,84000
48347,TX,"Nacogdoches County, Texas",0.216,14130,1.65,SNAP,1.85,Other Nutrition Program,0.677,0.015,0.308,0.26,3990,2.89,6957000
48349,TX,"Navarro County, Texas",0.171,8270,1.65,SNAP,1.85,Other Nutrition Program,0.72,0.045,0.235,0.247,3140,2.44,3443000
48351,TX,"Newton County, Texas",0.215,3050,1.65,SNAP,1.85,Other Nutrition Program,0.589,0.08,0.33,0.261,770,2.97,1544000
48353,TX,"Nolan County, Texas",0.143,2150,1.65,SNAP,1.85,Other Nutrition Program,0.668,0.032,0.3,0.23,870,2.92,1072000
48355,TX,"Nueces County, Texas",0.116,41660,1.65,SNAP,1.85,Other Nutrition Program,0.725,0.025,0.25,0.225,20320,2.8,19890000
48357,TX,"Ochiltree County, Texas",0.098,1030,1.65,SNAP,1.85,Other Nutrition Program,0.779,0.097,0.125,0.189,630,2.89,509000
48359,TX,"Oldham County, Texas",0.146,300,1.65,SNAP,1.85,Other Nutrition Program,0.446,0.023,0.531,0.201,160,3.01,154000
48361,TX,"Orange County, Texas",0.19,15950,1.65,SNAP,1.85,Other Nutrition Program,0.562,0.028,0.41,0.257,5360,2.97,8094000
48363,TX,"Palo Pinto County, Texas",0.167,4690,1.65,SNAP,1.85,Other Nutrition Program,0.68,0.063,0.257,0.254,1680,2.92,2335000
48365,TX,"Panola County, Texas",0.191,4510,1.65,SNAP,1.85,Other Nutrition Program,0.632,0.064,0.305,0.249,1400,2.83,2179000
48367,TX,"Parker County, Texas",0.139,17560,1.65,SNAP,1.85,Other Nutrition Program,0.429,0.055,0.516,0.207,6430,3.06,9182000
48369,TX,"Parmer County, Texas",0.093,910,1.65,SNAP,1.85,Other Nutrition Program,0.816,0.039,0.146,0.212,610,2.99,465000
48371,TX,"Pecos County, Texas",0.082,1290,1.65,SNAP,1.85,Other Nutrition Program,0.656,0.055,0.289,0.18,690,2.92,644000
48373,TX,"Polk County, Texas",0.189,8880,1.65,SNAP,1.85,Other Nutrition Program,0.618,0.04,0.342,0.281,2720,2.89,4375000
48375,TX,"Potter County, Texas",0.166,20070,1.65,SNAP,1.85,Other Nutrition Program,0.767,0.018,0.215,0.237,7930,2.87,9826000
48377,TX,"Presidio County, Texas",0.135,970,1.65,SNAP,1.85,Other Nutrition Program,1,0,0,0.277,560,3.3,547000
48379,TX,"Rains County, Texas",0.161,1810,1.65,SNAP,1.85,Other Nutrition Program,0.607,0.072,0.322,0.225,530,2.92,901000
48381,TX,"Randall County, Texas",0.134,17490,1.65,SNAP,1.85,Other Nutrition Program,0.452,0.042,0.506,0.193,6110,3.32,9905000
48383,TX,"Reagan County, Texas",0.085,320,1.65,SNAP,1.85,Other Nutrition Program,0.8,0.031,0.169,0.22,240,2.92,159000
48385,TX,"Real County, Texas",0.174,580,1.65,SNAP,1.85,Other Nutrition Program,0.694,0.07,0.235,0.28,190,2.79,277000
48387,TX,"Red River County, Texas",0.201,2480,1.65,SNAP,1.85,Other Nutrition Program,0.726,0.071,0.203,0.24,590,2.75,1163000
48389,TX,"Reeves County, Texas",0.071,1040,1.65,SNAP,1.85,Other Nutrition Program,0.755,0.05,0.195,0.177,590,2.91,517000
48391,TX,"Refugio County, Texas",0.129,940,1.65,SNAP,1.85,Other Nutrition Program,0.632,0.026,0.342,0.249,430,2.74,439000
48393,TX,"Roberts County, Texas",0.131,120,1.65,SNAP,1.85,Other Nutrition Program,0.313,0.031,0.656,0.195,50,3.17,65000
48395,TX,"Robertson County, Texas",0.175,2930,1.65,SNAP,1.85,Other Nutrition Program,0.614,0.04,0.345,0.23,930,2.83,1415000
48397,TX,"Rockwall County, Texas",0.119,10770,1.65,SNAP,1.85,Other Nutrition Program,0.38,0.042,0.578,0.182,4570,3.03,5564000
48399,TX,"Runnels County, Texas",0.138,1420,1.65,SNAP,1.85,Other Nutrition Program,0.722,0.055,0.223,0.22,540,2.86,693000
48401,TX,"Rusk County, Texas",0.182,9620,1.65,SNAP,1.85,Other Nutrition Program,0.596,0.054,0.35,0.243,3000,2.71,4456000
48403,TX,"Sabine County, Texas",0.212,2210,1.65,SNAP,1.85,Other Nutrition Program,0.709,0.042,0.249,0.321,600,2.96,1115000
48405,TX,"San Augustine County, Texas",0.235,1970,1.65,SNAP,1.85,Other Nutrition Program,0.69,0.045,0.265,0.308,520,2.91,978000
48407,TX,"San Jacinto County, Texas",0.183,5010,1.65,SNAP,1.85,Other Nutrition Program,0.732,0.072,0.196,0.251,1530,3.19,2729000
48409,TX,"San Patricio County, Texas",0.124,8280,1.65,SNAP,1.85,Other Nutrition Program,0.683,0.053,0.264,0.243,4440,2.74,3865000
48411,TX,"San Saba County, Texas",0.149,870,1.65,SNAP,1.85,Other Nutrition Program,0.72,0.068,0.212,0.253,300,2.69,399000
48413,TX,"Schleicher County, Texas",0.085,260,1.65,SNAP,1.85,Other Nutrition Program,0.517,0.056,0.427,0.177,160,2.79,124000
48415,TX,"Scurry County, Texas",0.123,2130,1.65,SNAP,1.85,Other Nutrition Program,0.611,0.039,0.35,0.206,900,2.91,1056000
48417,TX,"Shackelford County, Texas",0.162,540,1.65,SNAP,1.85,Other Nutrition Program,0.551,0.037,0.412,0.231,190,2.91,268000
48419,TX,"Shelby County, Texas",0.206,5280,1.65,SNAP,1.85,Other Nutrition Program,0.749,0.031,0.22,0.28,1900,2.92,2631000
48421,TX,"Sherman County, Texas",0.105,320,1.65,SNAP,1.85,Other Nutrition Program,0.638,0.148,0.214,0.209,150,2.94,161000
48423,TX,"Smith County, Texas",0.182,40500,1.65,SNAP,1.85,Other Nutrition Program,0.641,0.04,0.319,0.23,12690,2.91,20129000
48425,TX,"Somervell County, Texas",0.171,1480,1.65,SNAP,1.85,Other Nutrition Program,0.559,0.031,0.411,0.273,550,2.79,706000
48427,TX,"Starr County, Texas",0.129,8190,1.65,SNAP,1.85,Other Nutrition Program,0.912,0.005,0.083,0.321,6770,2.71,3786000
48429,TX,"Stephens County, Texas",0.166,1560,1.65,SNAP,1.85,Other Nutrition Program,0.628,0.037,0.335,0.264,550,3.01,801000
48431,TX,"Sterling County, Texas",0.115,130,1.65,SNAP,1.85,Other Nutrition Program,0.671,0.011,0.318,0.251,80,2.91,65000
48433,TX,"Stonewall County, Texas",0.143,160,1.65,SNAP,1.85,Other Nutrition Program,0.555,0.029,0.416,0.212,50,2.86,78000
48435,TX,"Sutton County, Texas",0.08,310,1.65,SNAP,1.85,Other Nutrition Program,0.542,0.092,0.366,0.18,180,2.59,137000
48437,TX,"Swisher County, Texas",0.151,1140,1.65,SNAP,1.85,Other Nutrition Program,0.785,0.063,0.152,0.245,470,3.01,585000
48439,TX,"Tarrant County, Texas",0.16,316980,1.65,SNAP,1.85,Other Nutrition Program,0.585,0.035,0.38,0.214,114390,2.89,156340000
48441,TX,"Taylor County, Texas",0.167,22660,1.65,SNAP,1.85,Other Nutrition Program,0.631,0.035,0.334,0.224,7490,2.91,11267000
48443,TX,"Terrell County, Texas",0.122,90,1.65,SNAP,1.85,Other Nutrition Program,0.811,0.026,0.163,0.213,30,2.55,39000
48445,TX,"Terry County, Texas",0.114,1460,1.65,SNAP,1.85,Other Nutrition Program,0.832,0.07,0.099,0.222,770,2.99,745000
48447,TX,"Throckmorton County, Texas",0.168,260,1.65,SNAP,1.85,Other Nutrition Program,0.583,0.057,0.36,0.237,80,2.96,132000
48449,TX,"Titus County, Texas",0.153,4990,1.65,SNAP,1.85,Other Nutrition Program,0.784,0.06,0.157,0.247,2350,2.73,2322000
48451,TX,"Tom Green County, Texas",0.131,15270,1.65,SNAP,1.85,Other Nutrition Program,0.588,0.052,0.36,0.206,5680,2.78,7248000
48453,TX,"Travis County, Texas",0.146,171740,1.65,SNAP,1.85,Other Nutrition Program,0.563,0.024,0.413,0.202,53870,3.28,96057000
48455,TX,"Trinity County, Texas",0.193,2800,1.65,SNAP,1.85,Other Nutrition Program,0.756,0.022,0.222,0.274,810,2.9,1385000
48457,TX,"Tyler County, Texas",0.193,4150,1.65,SNAP,1.85,Other Nutrition Program,0.499,0.054,0.447,0.274,1120,2.93,2075000
48459,TX,"Upshur County, Texas",0.179,7270,1.65,SNAP,1.85,Other Nutrition Program,0.548,0.059,0.393,0.245,2380,2.92,3618000
48461,TX,"Upton County, Texas",0.121,430,1.65,SNAP,1.85,Other Nutrition Program,0.638,0.009,0.353,0.216,230,2.92,214000
48463,TX,"Uvalde County, Texas",0.09,2430,1.65,SNAP,1.85,Other Nutrition Program,0.952,0.048,0,0.226,1690,2.55,1057000
48465,TX,"Val Verde County, Texas",0.093,4580,1.65,SNAP,1.85,Other Nutrition Program,0.918,0.009,0.073,0.224,3170,2.34,1826000
48467,TX,"Van Zandt County, Texas",0.162,8690,1.65,SNAP,1.85,Other Nutrition Program,0.585,0.053,0.362,0.232,2890,2.99,4435000
48469,TX,"Victoria County, Texas",0.129,11820,1.65,SNAP,1.85,Other Nutrition Program,0.663,0.037,0.299,0.221,5210,2.63,5296000
48471,TX,"Walker County, Texas",0.225,15950,1.65,SNAP,1.85,Other Nutrition Program,0.506,0.021,0.473,0.245,2670,2.94,7993000
48473,TX,"Waller County, Texas",0.181,8770,1.65,SNAP,1.85,Other Nutrition Program,0.635,0.029,0.336,0.236,2770,3.32,4969000
48475,TX,"Ward County, Texas",0.101,1160,1.65,SNAP,1.85,Other Nutrition Program,0.674,0.009,0.316,0.186,600,2.83,561000
48477,TX,"Washington County, Texas",0.169,5850,1.65,SNAP,1.85,Other Nutrition Program,0.576,0.063,0.361,0.228,1700,3.03,3026000
48479,TX,"Webb County, Texas",0.094,25250,1.65,SNAP,1.85,Other Nutrition Program,0.97,0.03,0,0.252,23050,2.39,10300000
48481,TX,"Wharton County, Texas",0.151,6250,1.65,SNAP,1.85,Other Nutrition Program,0.737,0.022,0.241,0.24,2590,2.72,2899000
48483,TX,"Wheeler County, Texas",0.163,910,1.65,SNAP,1.85,Other Nutrition Program,0.661,0.06,0.279,0.254,370,3.06,475000
48485,TX,"Wichita County, Texas",0.185,24410,1.65,SNAP,1.85,Other Nutrition Program,0.569,0.034,0.397,0.245,7300,2.78,11587000
48487,TX,"Wilbarger County, Texas",0.165,2140,1.65,SNAP,1.85,Other Nutrition Program,0.742,0.057,0.201,0.236,700,2.81,1027000
48489,TX,"Willacy County, Texas",0.141,3070,1.65,SNAP,1.85,Other Nutrition Program,0.799,0.005,0.196,0.329,1770,2.07,1083000
48491,TX,"Williamson County, Texas",0.125,63750,1.65,SNAP,1.85,Other Nutrition Program,0.385,0.041,0.575,0.183,24810,3.17,34439000
48493,TX,"Wilson County, Texas",0.096,4530,1.65,SNAP,1.85,Other Nutrition Program,0.561,0.05,0.389,0.189,2200,2.84,2199000
48495,TX,"Winkler County, Texas",0.105,820,1.65,SNAP,1.85,Other Nutrition Program,0.742,0.045,0.213,0.219,510,2.94,412000
48497,TX,"Wise County, Texas",0.145,9150,1.65,SNAP,1.85,Other Nutrition Program,0.575,0.068,0.357,0.229,3640,3.07,4796000
48499,TX,"Wood County, Texas",0.167,7220,1.65,SNAP,1.85,Other Nutrition Program,0.561,0.066,0.374,0.245,2070,3.04,3745000
48501,TX,"Yoakum County, Texas",0.072,610,1.65,SNAP,1.85,Other Nutrition Program,0.802,0.009,0.19,0.18,500,3.03,316000
48503,TX,"Young County, Texas",0.155,2820,1.65,SNAP,1.85,Other Nutrition Program,0.655,0.05,0.295,0.242,1070,2.84,1364000
48505,TX,"Zapata County, Texas",0.112,1620,1.65,SNAP,1.85,Other Nutrition Program,0.834,0.031,0.136,0.293,1430,2.44,676000
48507,TX,"Zavala County, Texas",0.143,1730,1.65,SNAP,1.85,Other Nutrition Program,0.956,0.031,0.014,0.35,1280,2.42,716000
49001,UT,"Beaver County, Utah",0.132,850,1.3,SNAP,1.85,Other Nutrition Program,0.512,0.133,0.356,0.171,350,2.97,430000
49003,UT,"Box Elder County, Utah",0.123,6440,1.3,SNAP,1.85,Other Nutrition Program,0.453,0.197,0.35,0.157,2650,2.91,3199000
49005,UT,"Cache County, Utah",0.144,17310,1.3,SNAP,1.85,Other Nutrition Program,0.54,0.16,0.3,0.155,5770,2.83,8357000
49007,UT,"Carbon County, Utah",0.149,3050,1.3,SNAP,1.85,Other Nutrition Program,0.479,0.169,0.352,0.186,1010,2.8,1456000
49009,UT,"Daggett County, Utah",0.103,70,1.3,SNAP,1.85,Other Nutrition Program,0.131,0.075,0.795,0.189,30,3.27,39000
49011,UT,"Davis County, Utah",0.108,36310,1.3,SNAP,1.85,Other Nutrition Program,0.311,0.14,0.549,0.137,15140,2.95,18298000
49013,UT,"Duchesne County, Utah",0.145,2930,1.3,SNAP,1.85,Other Nutrition Program,0.419,0.152,0.429,0.183,1280,3.56,1780000
49015,UT,"Emery County, Utah",0.143,1480,1.3,SNAP,1.85,Other Nutrition Program,0.493,0.092,0.415,0.192,620,3,757000
49017,UT,"Garfield County, Utah",0.156,780,1.3,SNAP,1.85,Other Nutrition Program,0.474,0.239,0.286,0.21,250,2.96,394000
49019,UT,"Grand County, Utah",0.147,1400,1.3,SNAP,1.85,Other Nutrition Program,0.492,0.174,0.333,0.192,410,3.29,787000
49021,UT,"Iron County, Utah",0.169,8220,1.3,SNAP,1.85,Other Nutrition Program,0.602,0.131,0.267,0.195,2750,2.88,4044000
49023,UT,"Juab County, Utah",0.133,1420,1.3,SNAP,1.85,Other Nutrition Program,0.481,0.155,0.364,0.174,650,2.95,715000
49025,UT,"Kane County, Utah",0.131,950,1.3,SNAP,1.85,Other Nutrition Program,0.44,0.177,0.383,0.152,260,3.23,523000
49027,UT,"Millard County, Utah",0.119,1500,1.3,SNAP,1.85,Other Nutrition Program,0.447,0.194,0.359,0.168,670,2.96,756000
49029,UT,"Morgan County, Utah",0.097,1070,1.3,SNAP,1.85,Other Nutrition Program,0.205,0.259,0.536,0.12,470,2.97,542000
49031,UT,"Piute County, Utah",0.14,260,1.3,SNAP,1.85,Other Nutrition Program,0.461,0.201,0.338,0.184,80,2.8,124000
49033,UT,"Rich County, Utah",0.143,330,1.3,SNAP,1.85,Other Nutrition Program,0.564,0.122,0.314,0.179,130,2.93,165000
49035,UT,"Salt Lake County, Utah",0.118,130130,1.3,SNAP,1.85,Other Nutrition Program,0.435,0.136,0.429,0.146,45360,2.98,66208000
49037,UT,"San Juan County, Utah",0.194,2950,1.3,SNAP,1.85,Other Nutrition Program,0.637,0.071,0.292,0.247,1190,3.25,1636000
49039,UT,"Sanpete County, Utah",0.147,4260,1.3,SNAP,1.85,Other Nutrition Program,0.514,0.161,0.326,0.173,1360,2.76,2006000
49041,UT,"Sevier County, Utah",0.142,2970,1.3,SNAP,1.85,Other Nutrition Program,0.491,0.193,0.316,0.169,1070,2.76,1401000
49043,UT,"Summit County, Utah",0.105,4180,1.3,SNAP,1.85,Other Nutrition Program,0.316,0.096,0.588,0.134,1370,4.1,2925000
49045,UT,"Tooele County, Utah",0.109,6880,1.3,SNAP,1.85,Other Nutrition Program,0.347,0.233,0.42,0.141,3040,2.97,3483000
49047,UT,"Uintah County, Utah",0.141,5110,1.3,SNAP,1.85,Other Nutrition Program,0.489,0.115,0.395,0.177,2180,2.86,2493000
49049,UT,"Utah County, Utah",0.128,73640,1.3,SNAP,1.85,Other Nutrition Program,0.444,0.158,0.398,0.144,28620,2.91,36582000
49051,UT,"Wasatch County, Utah",0.112,3270,1.3,SNAP,1.85,Other Nutrition Program,0.321,0.159,0.52,0.145,1390,3.24,1807000
49053,UT,"Washington County, Utah",0.139,21650,1.3,SNAP,1.85,Other Nutrition Program,0.486,0.182,0.332,0.178,7680,3.02,11144000
49055,UT,"Wayne County, Utah",0.151,410,1.3,SNAP,1.85,Other Nutrition Program,0.377,0.307,0.316,0.184,130,2.99,210000
49057,UT,"Weber County, Utah",0.122,29680,1.3,SNAP,1.85,Other Nutrition Program,0.454,0.142,0.405,0.159,11260,2.83,14330000
50001,VT,"Addison County, Vermont",0.101,3730,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.53,,0.47,0.138,910,4.06,2581000
50003,VT,"Bennington County, Vermont",0.12,4340,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.644,,0.356,0.177,1230,3.21,2380000
50005,VT,"Caledonia County, Vermont",0.12,3680,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.66,,0.34,0.167,1040,3.77,2368000
50007,VT,"Chittenden County, Vermont",0.115,18560,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.551,,0.449,0.138,4100,3.65,11572000
50009,VT,"Essex County, Vermont",0.131,820,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.733,,0.267,0.186,210,3.68,515000
50011,VT,"Franklin County, Vermont",0.102,4980,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.592,,0.408,0.14,1560,3.67,3119000
50013,VT,"Grand Isle County, Vermont",0.096,670,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.516,,0.484,0.148,180,3.47,397000
50015,VT,"Lamoille County, Vermont",0.126,3170,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.648,,0.352,0.178,960,4,2165000
50017,VT,"Orange County, Vermont",0.107,3090,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.624,,0.376,0.159,880,3.92,2068000
50019,VT,"Orleans County, Vermont",0.129,3480,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.731,,0.269,0.178,960,3.44,2041000
50021,VT,"Rutland County, Vermont",0.117,6980,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.601,,0.399,0.16,1730,3.3,3932000
50023,VT,"Washington County, Vermont",0.113,6650,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.6,,0.4,0.165,1880,3.91,4432000
50025,VT,"Windham County, Vermont",0.125,5440,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.661,,0.339,0.169,1360,3.09,2864000
50027,VT,"Windsor County, Vermont",0.108,6010,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.62,,0.38,0.151,1560,3.99,4092000
51001,VA,"Accomack County, Virginia",0.141,4630,1.3,SNAP,1.85,Other Nutrition Program,0.626,0.241,0.133,0.184,1260,2.88,2278000
51003,VA,"Albemarle County, Virginia",0.091,9520,1.3,SNAP,1.85,Other Nutrition Program,0.424,0.119,0.458,0.118,2560,3.34,5421000
51005,VA,"Alleghany County, Virginia",0.12,1860,1.3,SNAP,1.85,Other Nutrition Program,0.617,0.098,0.284,0.182,550,3.03,963000
51007,VA,"Amelia County, Virginia",0.111,1420,1.3,SNAP,1.85,Other Nutrition Program,0.527,0.2,0.274,0.151,410,3.09,749000
51009,VA,"Amherst County, Virginia",0.114,3630,1.3,SNAP,1.85,Other Nutrition Program,0.537,0.158,0.305,0.157,1000,2.88,1782000
51011,VA,"Appomattox County, Virginia",0.115,1780,1.3,SNAP,1.85,Other Nutrition Program,0.628,0.062,0.31,0.16,540,2.94,894000
51013,VA,"Arlington County, Virginia",0.073,16710,1.3,SNAP,1.85,Other Nutrition Program,0.458,0.072,0.47,0.093,3690,4.22,12020000
51015,VA,"Augusta County, Virginia",0.077,5750,1.3,SNAP,1.85,Other Nutrition Program,0.457,0.173,0.37,0.13,1910,3.15,3091000
51017,VA,"Bath County, Virginia",0.084,380,1.3,SNAP,1.85,Other Nutrition Program,0.573,0.344,0.082,0.109,100,3.08,200000
51019,VA,"Bedford County, Virginia",0.082,6330,1.3,SNAP,1.85,Other Nutrition Program,0.475,0.153,0.372,0.129,2060,3.18,3436000
51021,VA,"Bland County, Virginia",0.085,550,1.3,SNAP,1.85,Other Nutrition Program,0.392,0.161,0.447,0.147,150,2.88,270000
51023,VA,"Botetourt County, Virginia",0.069,2300,1.3,SNAP,1.85,Other Nutrition Program,0.44,0.212,0.348,0.124,820,3.28,1287000
51025,VA,"Brunswick County, Virginia",0.183,3010,1.3,SNAP,1.85,Other Nutrition Program,0.55,0.139,0.311,0.21,620,2.86,1471000
51027,VA,"Buchanan County, Virginia",0.151,3420,1.3,SNAP,1.85,Other Nutrition Program,0.694,0.111,0.194,0.252,1020,2.83,1651000
51029,VA,"Buckingham County, Virginia",0.148,2510,1.3,SNAP,1.85,Other Nutrition Program,0.505,0.147,0.348,0.166,540,3.23,1383000
51031,VA,"Campbell County, Virginia",0.107,5910,1.3,SNAP,1.85,Other Nutrition Program,0.551,0.189,0.26,0.141,1580,2.9,2922000
51033,VA,"Caroline County, Virginia",0.113,3380,1.3,SNAP,1.85,Other Nutrition Program,0.45,0.146,0.404,0.149,1030,3.21,1853000
51035,VA,"Carroll County, Virginia",0.1,2960,1.3,SNAP,1.85,Other Nutrition Program,0.614,0.163,0.222,0.155,910,3.17,1604000
51036,VA,"Charles City County, Virginia",0.141,990,1.3,SNAP,1.85,Other Nutrition Program,0.48,0.189,0.331,0.161,180,3.1,523000
51037,VA,"Charlotte County, Virginia",0.158,1930,1.3,SNAP,1.85,Other Nutrition Program,0.635,0.174,0.191,0.189,500,2.89,950000
51041,VA,"Chesterfield County, Virginia",0.086,28830,1.3,SNAP,1.85,Other Nutrition Program,0.396,0.151,0.453,0.11,8960,3.11,15319000
51043,VA,"Clarke County, Virginia",0.079,1130,1.3,SNAP,1.85,Other Nutrition Program,0.549,0.066,0.385,0.142,430,3.38,652000
51045,VA,"Craig County, Virginia",0.088,450,1.3,SNAP,1.85,Other Nutrition Program,0.493,0.077,0.431,0.125,120,3.08,237000
51047,VA,"Culpeper County, Virginia",0.084,4190,1.3,SNAP,1.85,Other Nutrition Program,0.489,0.202,0.309,0.118,1480,2.9,2076000
51049,VA,"Cumberland County, Virginia",0.16,1570,1.3,SNAP,1.85,Other Nutrition Program,0.632,0.043,0.325,0.215,430,3.07,822000
51051,VA,"Dickenson County, Virginia",0.141,2140,1.3,SNAP,1.85,Other Nutrition Program,0.712,0.147,0.14,0.225,690,2.93,1069000
51053,VA,"Dinwiddie County, Virginia",0.131,3660,1.3,SNAP,1.85,Other Nutrition Program,0.543,0.118,0.339,0.159,930,3.01,1879000
51057,VA,"Essex County, Virginia",0.14,1550,1.3,SNAP,1.85,Other Nutrition Program,0.502,0.202,0.297,0.141,330,3.13,829000
51059,VA,"Fairfax County, Virginia",0.049,56350,1.3,SNAP,1.85,Other Nutrition Program,0.477,0.15,0.374,0.095,25720,3.75,36081000
51061,VA,"Fauquier County, Virginia",0.059,4030,1.3,SNAP,1.85,Other Nutrition Program,0.428,0.068,0.503,0.106,1720,3.64,2506000
51063,VA,"Floyd County, Virginia",0.085,1330,1.3,SNAP,1.85,Other Nutrition Program,0.592,0.302,0.106,0.133,420,3.01,683000
51065,VA,"Fluvanna County, Virginia",0.077,2000,1.3,SNAP,1.85,Other Nutrition Program,0.415,0.073,0.512,0.105,560,3.51,1198000
51067,VA,"Franklin County, Virginia",0.101,5680,1.3,SNAP,1.85,Other Nutrition Program,0.569,0.16,0.271,0.163,1790,2.92,2829000
51069,VA,"Frederick County, Virginia",0.059,4960,1.3,SNAP,1.85,Other Nutrition Program,0.428,0.183,0.388,0.103,2020,3.08,2608000
51071,VA,"Giles County, Virginia",0.095,1600,1.3,SNAP,1.85,Other Nutrition Program,0.518,0.164,0.319,0.145,500,3.12,852000
51073,VA,"Gloucester County, Virginia",0.081,3010,1.3,SNAP,1.85,Other Nutrition Program,0.452,0.122,0.426,0.129,970,2.76,1420000
51075,VA,"Goochland County, Virginia",0.069,1530,1.3,SNAP,1.85,Other Nutrition Program,0.347,0.153,0.501,0.105,430,3.4,889000
51077,VA,"Grayson County, Virginia",0.117,1840,1.3,SNAP,1.85,Other Nutrition Program,0.674,0.168,0.157,0.208,570,2.97,934000
51079,VA,"Greene County, Virginia",0.073,1410,1.3,SNAP,1.85,Other Nutrition Program,0.67,0.211,0.119,0.12,560,3.35,807000
51081,VA,"Greensville County, Virginia",0.168,1950,1.3,SNAP,1.85,Other Nutrition Program,0.517,0.144,0.34,0.16,310,2.84,946000
51083,VA,"Halifax County, Virginia",0.158,5530,1.3,SNAP,1.85,Other Nutrition Program,0.646,0.128,0.226,0.175,1270,2.78,2624000
51085,VA,"Hanover County, Virginia",0.066,6810,1.3,SNAP,1.85,Other Nutrition Program,0.335,0.12,0.545,0.111,2600,3.14,3645000
51087,VA,"Henrico County, Virginia",0.119,38530,1.3,SNAP,1.85,Other Nutrition Program,0.414,0.133,0.453,0.133,10020,3.11,20457000
51089,VA,"Henry County, Virginia",0.139,7200,1.3,SNAP,1.85,Other Nutrition Program,0.679,0.216,0.105,0.194,1980,2.72,3346000
51091,VA,"Highland County, Virginia",0.079,170,1.3,SNAP,1.85,Other Nutrition Program,0.6,0.132,0.268,0.143,40,3.02,88000
