FIPS,State,"County, State",2017 Food Insecurity Rate,# of Food Insecure Persons in 2017,Low Threshold in state,Low Threshold Type,High Threshold in state,High Threshold Type,% FI ≤ Low Threshold,% FI Btwn Thresholds,% FI > High Threshold,2017 Child food insecurity rate,# of Food Insecure Children in 2017,% food insecure children in HH w/ HH incomes below 185 FPL in 2017,% food insecure children in HH w/ HH incomes above 185 FPL in 2017,2017 Cost Per Meal,2017 Weighted Annual Food Budget Shortfall
47111,TN,"Macon County, Tennessee",12.0%," 2,790 ",130%,SNAP,185%,Other Nutrition Program,66.1%,17.5%,16.4%,18.7%," 1,060 ",85%,15%,$3.19,"$1,521,000.00"
47113,TN,"Madison County, Tennessee",17.5%," 17,150 ",130%,SNAP,185%,Other Nutrition Program,56.5%,12.6%,30.8%,20.1%," 4,480 ",66%,34%,$2.88,"$8,418,000.00"
47115,TN,"Marion County, Tennessee",12.8%," 3,640 ",130%,SNAP,185%,Other Nutrition Program,58.5%,8.2%,33.3%,20.8%," 1,260 ",68%,33%,$3.24,"$2,014,000.00"
47117,TN,"Marshall County, Tennessee",11.3%," 3,580 ",130%,SNAP,185%,Other Nutrition Program,55.0%,21.3%,23.7%,17.1%," 1,290 ",81%,19%,$3.05,"$1,861,000.00"
47119,TN,"Maury County, Tennessee",11.7%," 10,240 ",130%,SNAP,185%,Other Nutrition Program,50.8%,15.1%,34.1%,16.8%," 3,480 ",66%,34%,$3.07,"$5,367,000.00"
47121,TN,"Meigs County, Tennessee",12.5%," 1,480 ",130%,SNAP,185%,Other Nutrition Program,58.9%,18.6%,22.5%,21.5%, 530 ,79%,21%,$3.20,"$808,000.00"
47123,TN,"Monroe County, Tennessee",12.8%," 5,830 ",130%,SNAP,185%,Other Nutrition Program,69.0%,14.1%,16.9%,21.6%," 2,170 ",82%,18%,$3.23,"$3,215,000.00"
47125,TN,"Montgomery County, Tennessee",13.6%," 26,200 ",130%,SNAP,185%,Other Nutrition Program,50.4%,19.6%,29.9%,17.3%," 8,970 ",72%,28%,$3.11,"$13,906,000.00"
47127,TN,"Moore County, Tennessee",8.6%, 540 ,130%,SNAP,185%,Other Nutrition Program,41.0%,26.9%,32.1%,15.5%, 200 ,74%,26%,$3.03,"$280,000.00"
47129,TN,"Morgan County, Tennessee",14.0%," 3,040 ",130%,SNAP,185%,Other Nutrition Program,60.4%,12.0%,27.7%,22.8%, 960 ,92%,8%,$3.05,"$1,584,000.00"
47131,TN,"Obion County, Tennessee",15.9%," 4,870 ",130%,SNAP,185%,Other Nutrition Program,65.6%,14.3%,20.1%,23.3%," 1,570 ",85%,15%,$3.16,"$2,623,000.00"
47133,TN,"Overton County, Tennessee",12.7%," 2,790 ",130%,SNAP,185%,Other Nutrition Program,65.6%,14.5%,19.9%,20.7%," 1,040 ",80%,20%,$3.29,"$1,569,000.00"
47135,TN,"Perry County, Tennessee",15.4%," 1,210 ",130%,SNAP,185%,Other Nutrition Program,72.1%,8.8%,19.1%,25.5%, 440 ,83%,17%,$3.06,"$633,000.00"
47137,TN,"Pickett County, Tennessee",12.4%, 630 ,130%,SNAP,185%,Other Nutrition Program,58.8%,16.4%,24.8%,22.8%, 210 ,83%,18%,$2.97,"$319,000.00"
47139,TN,"Polk County, Tennessee",12.2%," 2,040 ",130%,SNAP,185%,Other Nutrition Program,63.1%,9.5%,27.4%,20.6%, 700 ,76%,24%,$3.05,"$1,063,000.00"
47141,TN,"Putnam County, Tennessee",14.4%," 10,850 ",130%,SNAP,185%,Other Nutrition Program,64.9%,8.6%,26.5%,20.9%," 3,320 ",73%,27%,$2.98,"$5,509,000.00"
47143,TN,"Rhea County, Tennessee",14.7%," 4,790 ",130%,SNAP,185%,Other Nutrition Program,62.8%,13.6%,23.6%,23.5%," 1,750 ",81%,19%,$3.15,"$2,575,000.00"
47145,TN,"Roane County, Tennessee",12.0%," 6,360 ",130%,SNAP,185%,Other Nutrition Program,57.5%,16.0%,26.5%,18.8%," 1,910 ",77%,23%,$3.17,"$3,437,000.00"
47147,TN,"Robertson County, Tennessee",10.0%," 6,890 ",130%,SNAP,185%,Other Nutrition Program,50.6%,17.2%,32.2%,16.5%," 2,820 ",72%,28%,$2.89,"$3,398,000.00"
47149,TN,"Rutherford County, Tennessee",11.3%," 33,630 ",130%,SNAP,185%,Other Nutrition Program,48.5%,14.2%,37.3%,15.3%," 11,420 ",63%,37%,$3.15,"$18,063,000.00"
47151,TN,"Scott County, Tennessee",15.7%," 3,450 ",130%,SNAP,185%,Other Nutrition Program,69.2%,11.0%,19.8%,23.9%," 1,270 ",84%,16%,$3.14,"$1,848,000.00"
47153,TN,"Sequatchie County, Tennessee",11.4%," 1,670 ",130%,SNAP,185%,Other Nutrition Program,56.8%,21.8%,21.4%,19.1%, 620 ,75%,25%,$3.17,"$904,000.00"
47155,TN,"Sevier County, Tennessee",11.7%," 11,160 ",130%,SNAP,185%,Other Nutrition Program,61.6%,21.9%,16.5%,18.9%," 3,810 ",89%,11%,$3.19,"$6,072,000.00"
47157,TN,"Shelby County, Tennessee",19.8%," 185,600 ",130%,SNAP,185%,Other Nutrition Program,58.9%,14.8%,26.3%,20.8%," 49,410 ",66%,34%,$3.03,"$96,066,000.00"
47159,TN,"Smith County, Tennessee",11.2%," 2,150 ",130%,SNAP,185%,Other Nutrition Program,59.5%,23.2%,17.3%,17.5%, 800 ,91%,9%,$3.07,"$1,126,000.00"
47161,TN,"Stewart County, Tennessee",13.5%," 1,790 ",130%,SNAP,185%,Other Nutrition Program,54.5%,10.6%,34.9%,22.3%, 630 ,70%,30%,$3.05,"$932,000.00"
47163,TN,"Sullivan County, Tennessee",12.4%," 19,340 ",130%,SNAP,185%,Other Nutrition Program,60.6%,14.1%,25.3%,20.5%," 6,340 ",80%,20%,$3.04,"$10,036,000.00"
47165,TN,"Sumner County, Tennessee",9.7%," 17,060 ",130%,SNAP,185%,Other Nutrition Program,45.7%,15.6%,38.8%,15.3%," 6,490 ",63%,37%,$3.12,"$9,079,000.00"
47167,TN,"Tipton County, Tennessee",13.6%," 8,370 ",130%,SNAP,185%,Other Nutrition Program,51.6%,14.2%,34.2%,18.6%," 2,900 ",66%,34%,$3.19,"$4,555,000.00"
47169,TN,"Trousdale County, Tennessee",12.5%," 1,100 ",130%,SNAP,185%,Other Nutrition Program,61.2%,26.1%,12.7%,16.8%, 310 ,84%,16%,$3.11,"$584,000.00"
47171,TN,"Unicoi County, Tennessee",13.5%," 2,410 ",130%,SNAP,185%,Other Nutrition Program,61.0%,21.6%,17.4%,22.5%, 760 ,85%,15%,$3.08,"$1,265,000.00"
47173,TN,"Union County, Tennessee",13.4%," 2,560 ",130%,SNAP,185%,Other Nutrition Program,64.6%,16.6%,18.9%,22.5%, 960 ,85%,15%,$3.13,"$1,365,000.00"
47175,TN,"Van Buren County, Tennessee",11.8%, 670 ,130%,SNAP,185%,Other Nutrition Program,62.1%,16.8%,21.1%,21.7%, 230 ,93%,7%,$3.07,"$351,000.00"
47177,TN,"Warren County, Tennessee",12.9%," 5,180 ",130%,SNAP,185%,Other Nutrition Program,69.1%,15.8%,15.1%,21.9%," 2,100 ",87%,14%,$2.92,"$2,581,000.00"
47179,TN,"Washington County, Tennessee",12.9%," 16,300 ",130%,SNAP,185%,Other Nutrition Program,56.6%,14.1%,29.4%,18.9%," 4,690 ",72%,28%,$3.05,"$8,494,000.00"
47181,TN,"Wayne County, Tennessee",13.5%," 2,260 ",130%,SNAP,185%,Other Nutrition Program,61.7%,12.8%,25.5%,22.4%, 690 ,87%,13%,$2.92,"$1,126,000.00"
47183,TN,"Weakley County, Tennessee",15.1%," 5,100 ",130%,SNAP,185%,Other Nutrition Program,60.9%,13.1%,26.0%,21.2%," 1,410 ",81%,19%,$2.91,"$2,535,000.00"
47185,TN,"White County, Tennessee",12.2%," 3,210 ",130%,SNAP,185%,Other Nutrition Program,71.0%,23.1%,5.9%,19.9%," 1,160 ",100%,0%,$3.14,"$1,723,000.00"
47187,TN,"Williamson County, Tennessee",6.2%," 13,200 ",130%,SNAP,185%,Other Nutrition Program,32.4%,11.0%,56.6%,12.0%," 7,100 ",36%,65%,$3.54,"$7,968,000.00"
47189,TN,"Wilson County, Tennessee",9.2%," 11,830 ",130%,SNAP,185%,Other Nutrition Program,41.2%,15.1%,43.7%,15.2%," 4,720 ",57%,43%,$3.10,"$6,250,000.00"
48001,TX,"Anderson County, Texas",18.2%," 10,520 ",165%,SNAP,185%,Other Nutrition Program,57.2%,5.5%,37.4%,23.4%," 2,620 ",88%,12%,$2.75,"$4,945,000.00"
48003,TX,"Andrews County, Texas",8.4%," 1,480 ",165%,SNAP,185%,Other Nutrition Program,64.2%,5.3%,30.5%,18.4%," 1,010 ",57%,43%,$2.94,"$742,000.00"
48005,TX,"Angelina County, Texas",18.9%," 16,570 ",165%,SNAP,185%,Other Nutrition Program,64.5%,3.9%,31.6%,25.3%," 5,780 ",69%,31%,$2.94,"$8,312,000.00"
48007,TX,"Aransas County, Texas",16.5%," 4,100 ",165%,SNAP,185%,Other Nutrition Program,65.0%,2.4%,32.7%,26.3%," 1,240 ",71%,29%,$2.95,"$2,064,000.00"
48009,TX,"Archer County, Texas",14.0%," 1,230 ",165%,SNAP,185%,Other Nutrition Program,49.5%,4.0%,46.5%,20.1%, 390 ,61%,39%,$2.83,"$594,000.00"
48011,TX,"Armstrong County, Texas",13.1%, 250 ,165%,SNAP,185%,Other Nutrition Program,30.6%,6.3%,63.1%,20.3%, 80 ,51%,49%,$3.06,"$131,000.00"
48013,TX,"Atascosa County, Texas",8.8%," 4,210 ",165%,SNAP,185%,Other Nutrition Program,75.7%,4.9%,19.4%,21.2%," 2,840 ",63%,37%,$2.78,"$1,996,000.00"
48015,TX,"Austin County, Texas",14.7%," 4,300 ",165%,SNAP,185%,Other Nutrition Program,52.1%,3.6%,44.3%,22.8%," 1,610 ",54%,46%,$3.12,"$2,286,000.00"
48017,TX,"Bailey County, Texas",11.2%, 800 ,165%,SNAP,185%,Other Nutrition Program,87.6%,5.7%,6.7%,24.3%, 500 ,88%,12%,$2.98,"$406,000.00"
48019,TX,"Bandera County, Texas",14.5%," 3,090 ",165%,SNAP,185%,Other Nutrition Program,52.0%,5.9%,42.1%,25.5%, 950 ,63%,37%,$3.40,"$1,793,000.00"
48021,TX,"Bastrop County, Texas",12.5%," 10,040 ",165%,SNAP,185%,Other Nutrition Program,66.0%,5.9%,28.2%,20.3%," 4,180 ",75%,26%,$2.78,"$4,764,000.00"
48023,TX,"Baylor County, Texas",16.2%, 590 ,165%,SNAP,185%,Other Nutrition Program,64.9%,9.9%,25.3%,18.4%, 140 ,92%,8%,$2.81,"$283,000.00"
48025,TX,"Bee County, Texas",13.9%," 4,540 ",165%,SNAP,185%,Other Nutrition Program,57.7%,6.3%,36.0%,25.4%," 1,790 ",67%,33%,$2.59,"$2,004,000.00"
48027,TX,"Bell County, Texas",18.7%," 62,960 ",165%,SNAP,185%,Other Nutrition Program,59.8%,4.4%,35.8%,22.7%," 21,210 ",67%,33%,$2.70,"$28,982,000.00"
48029,TX,"Bexar County, Texas",11.4%," 216,220 ",165%,SNAP,185%,Other Nutrition Program,74.7%,2.4%,22.9%,21.0%," 103,360 ",65%,35%,$2.86,"$105,479,000.00"
48031,TX,"Blanco County, Texas",13.1%," 1,450 ",165%,SNAP,185%,Other Nutrition Program,57.2%,5.2%,37.6%,20.5%, 420 ,75%,25%,$3.03,"$749,000.00"
48033,TX,"Borden County, Texas",12.9%, 80 ,165%,SNAP,185%,Other Nutrition Program,19.5%,3.0%,77.5%,23.8%, 40 ,13%,87%,$2.88,"$39,000.00"
48035,TX,"Bosque County, Texas",15.5%," 2,790 ",165%,SNAP,185%,Other Nutrition Program,62.4%,5.6%,32.0%,24.7%, 960 ,72%,28%,$2.76,"$1,315,000.00"
48037,TX,"Bowie County, Texas",21.5%," 20,180 ",165%,SNAP,185%,Other Nutrition Program,62.5%,3.7%,33.8%,25.6%," 5,700 ",76%,24%,$2.78,"$9,587,000.00"
48039,TX,"Brazoria County, Texas",14.0%," 48,610 ",165%,SNAP,185%,Other Nutrition Program,45.4%,4.9%,49.7%,20.3%," 18,850 ",51%,49%,$2.86,"$23,688,000.00"
48041,TX,"Brazos County, Texas",20.3%," 43,590 ",165%,SNAP,185%,Other Nutrition Program,68.3%,0.3%,31.4%,22.3%," 9,850 ",66%,34%,$2.89,"$21,530,000.00"
48043,TX,"Brewster County, Texas",12.3%," 1,130 ",165%,SNAP,185%,Other Nutrition Program,79.6%,7.9%,12.5%,18.0%, 330 ,78%,22%,$2.99,"$577,000.00"
48045,TX,"Briscoe County, Texas",13.4%, 210 ,165%,SNAP,185%,Other Nutrition Program,78.0%,16.7%,5.2%,21.3%, 70 ,95%,5%,$2.89,"$104,000.00"
48047,TX,"Brooks County, Texas",14.7%," 1,070 ",165%,SNAP,185%,Other Nutrition Program,77.3%,3.1%,19.7%,34.8%, 690 ,69%,31%,$2.55,"$466,000.00"
48049,TX,"Brown County, Texas",15.8%," 5,980 ",165%,SNAP,185%,Other Nutrition Program,62.6%,6.1%,31.3%,23.8%," 2,040 ",71%,29%,$2.55,"$2,606,000.00"
48051,TX,"Burleson County, Texas",16.1%," 2,840 ",165%,SNAP,185%,Other Nutrition Program,55.4%,5.9%,38.7%,24.5%, 980 ,69%,31%,$2.93,"$1,418,000.00"
48053,TX,"Burnet County, Texas",13.5%," 6,100 ",165%,SNAP,185%,Other Nutrition Program,56.1%,5.6%,38.3%,21.4%," 2,090 ",61%,39%,$2.88,"$2,994,000.00"
48055,TX,"Caldwell County, Texas",12.5%," 5,070 ",165%,SNAP,185%,Other Nutrition Program,74.0%,5.8%,20.2%,21.4%," 2,090 ",68%,32%,$2.56,"$2,211,000.00"
48057,TX,"Calhoun County, Texas",12.5%," 2,720 ",165%,SNAP,185%,Other Nutrition Program,62.9%,3.7%,33.4%,23.6%," 1,300 ",61%,39%,$2.67,"$1,238,000.00"
48059,TX,"Callahan County, Texas",16.4%," 2,240 ",165%,SNAP,185%,Other Nutrition Program,62.1%,7.2%,30.7%,22.3%, 730 ,79%,21%,$2.82,"$1,079,000.00"
48061,TX,"Cameron County, Texas",11.4%," 47,770 ",165%,SNAP,185%,Other Nutrition Program,90.7%,3.1%,6.3%,28.2%," 37,170 ",72%,28%,$2.37,"$19,304,000.00"
48063,TX,"Camp County, Texas",18.3%," 2,320 ",165%,SNAP,185%,Other Nutrition Program,70.0%,2.7%,27.3%,24.8%, 830 ,74%,26%,$2.89,"$1,145,000.00"
48065,TX,"Carson County, Texas",12.7%, 770 ,165%,SNAP,185%,Other Nutrition Program,37.5%,5.6%,56.9%,19.3%, 290 ,33%,67%,$3.04,"$400,000.00"
48067,TX,"Cass County, Texas",21.0%," 6,340 ",165%,SNAP,185%,Other Nutrition Program,61.5%,6.3%,32.2%,28.1%," 1,930 ",76%,24%,$2.87,"$3,105,000.00"
48069,TX,"Castro County, Texas",9.5%, 750 ,165%,SNAP,185%,Other Nutrition Program,85.6%,9.8%,4.5%,20.8%, 490 ,76%,24%,$3.14,"$402,000.00"
48071,TX,"Chambers County, Texas",15.1%," 5,950 ",165%,SNAP,185%,Other Nutrition Program,53.3%,2.7%,44.0%,23.5%," 2,580 ",59%,41%,$3.09,"$3,138,000.00"
48073,TX,"Cherokee County, Texas",17.7%," 9,110 ",165%,SNAP,185%,Other Nutrition Program,70.5%,4.6%,24.8%,25.2%," 3,310 ",81%,19%,$2.91,"$4,524,000.00"
48075,TX,"Childress County, Texas",18.1%," 1,280 ",165%,SNAP,185%,Other Nutrition Program,53.4%,2.8%,43.8%,22.1%, 320 ,55%,45%,$3.03,"$661,000.00"
48077,TX,"Clay County, Texas",16.1%," 1,670 ",165%,SNAP,185%,Other Nutrition Program,52.4%,6.0%,41.6%,23.9%, 530 ,64%,36%,$2.80,"$797,000.00"
48079,TX,"Cochran County, Texas",13.1%, 380 ,165%,SNAP,185%,Other Nutrition Program,88.7%,3.1%,8.2%,25.1%, 210 ,77%,23%,$3.00,"$195,000.00"
48081,TX,"Coke County, Texas",15.6%, 510 ,165%,SNAP,185%,Other Nutrition Program,63.1%,6.6%,30.3%,22.5%, 150 ,69%,31%,$2.86,"$249,000.00"
48083,TX,"Coleman County, Texas",17.8%," 1,500 ",165%,SNAP,185%,Other Nutrition Program,71.0%,2.7%,26.3%,26.3%, 480 ,80%,20%,$2.81,"$719,000.00"
48085,TX,"Collin County, Texas",14.2%," 130,090 ",165%,SNAP,185%,Other Nutrition Program,34.6%,3.5%,61.8%,18.7%," 45,920 ",38%,62%,$3.15,"$69,837,000.00"
48087,TX,"Collingsworth County, Texas",13.3%, 400 ,165%,SNAP,185%,Other Nutrition Program,78.1%,17.0%,4.9%,22.7%, 170 ,96%,4%,$3.02,"$206,000.00"
48089,TX,"Colorado County, Texas",13.6%," 2,850 ",165%,SNAP,185%,Other Nutrition Program,57.1%,4.5%,38.5%,19.8%, 970 ,65%,35%,$2.85,"$1,385,000.00"
48091,TX,"Comal County, Texas",11.8%," 15,260 ",165%,SNAP,185%,Other Nutrition Program,48.9%,4.0%,47.2%,19.9%," 5,920 ",58%,42%,$3.24,"$8,434,000.00"
48093,TX,"Comanche County, Texas",14.6%," 1,970 ",165%,SNAP,185%,Other Nutrition Program,68.3%,7.4%,24.3%,24.3%, 740 ,83%,17%,$2.73,"$919,000.00"
48095,TX,"Concho County, Texas",9.1%, 350 ,165%,SNAP,185%,Other Nutrition Program,52.3%,6.8%,41.0%,20.7%, 110 ,68%,32%,$2.79,"$167,000.00"
48097,TX,"Cooke County, Texas",15.6%," 6,080 ",165%,SNAP,185%,Other Nutrition Program,54.6%,4.7%,40.8%,23.9%," 2,250 ",65%,35%,$3.10,"$3,219,000.00"
48099,TX,"Coryell County, Texas",18.3%," 13,890 ",165%,SNAP,185%,Other Nutrition Program,51.8%,4.6%,43.6%,23.3%," 4,260 ",73%,27%,$2.93,"$6,944,000.00"
48101,TX,"Cottle County, Texas",18.1%, 270 ,165%,SNAP,185%,Other Nutrition Program,77.8%,8.8%,13.5%,26.2%, 110 ,84%,16%,$3.05,"$141,000.00"
48103,TX,"Crane County, Texas",8.4%, 410 ,165%,SNAP,185%,Other Nutrition Program,61.5%,8.7%,29.8%,19.9%, 300 ,43%,57%,$2.91,"$204,000.00"
48105,TX,"Crockett County, Texas",9.9%, 380 ,165%,SNAP,185%,Other Nutrition Program,57.2%,6.6%,36.2%,25.5%, 260 ,51%,49%,$2.62,"$170,000.00"
48107,TX,"Crosby County, Texas",12.7%, 750 ,165%,SNAP,185%,Other Nutrition Program,81.1%,2.2%,16.7%,23.5%, 380 ,76%,24%,$2.99,"$382,000.00"
48109,TX,"Culberson County, Texas",10.6%, 240 ,165%,SNAP,185%,Other Nutrition Program,99.6%,0.4%,0.0%,27.4%, 140 ,72%,28%,$2.90,"$119,000.00"
48111,TX,"Dallam County, Texas",12.4%, 900 ,165%,SNAP,185%,Other Nutrition Program,73.4%,3.7%,22.9%,21.4%, 470 ,70%,30%,$2.93,"$451,000.00"
48113,TX,"Dallas County, Texas",17.2%," 438,830 ",165%,SNAP,185%,Other Nutrition Program,73.7%,2.6%,23.7%,22.9%," 156,630 ",73%,28%,$2.88,"$215,844,000.00"
48115,TX,"Dawson County, Texas",12.1%," 1,590 ",165%,SNAP,185%,Other Nutrition Program,72.2%,2.0%,25.9%,21.5%, 700 ,76%,24%,$2.99,"$812,000.00"
48117,TX,"Deaf Smith County, Texas",8.7%," 1,650 ",165%,SNAP,185%,Other Nutrition Program,85.6%,2.4%,12.0%,21.0%," 1,260 ",66%,34%,$3.03,"$852,000.00"
48119,TX,"Delta County, Texas",19.3%," 1,000 ",165%,SNAP,185%,Other Nutrition Program,62.3%,3.8%,33.9%,28.6%, 330 ,73%,27%,$2.73,"$466,000.00"
48121,TX,"Denton County, Texas",14.3%," 111,860 ",165%,SNAP,185%,Other Nutrition Program,41.2%,3.4%,55.3%,18.7%," 37,700 ",46%,54%,$3.02,"$57,683,000.00"
48123,TX,"DeWitt County, Texas",14.3%," 2,930 ",165%,SNAP,185%,Other Nutrition Program,64.4%,4.1%,31.5%,22.0%," 1,020 ",78%,22%,$3.62,"$1,808,000.00"
48125,TX,"Dickens County, Texas",15.4%, 340 ,165%,SNAP,185%,Other Nutrition Program,70.6%,6.1%,23.3%,23.2%, 110 ,64%,36%,$3.00,"$174,000.00"
48127,TX,"Dimmit County, Texas",10.4%," 1,130 ",165%,SNAP,185%,Other Nutrition Program,87.7%,3.1%,9.3%,26.8%, 870 ,62%,38%,$2.37,"$456,000.00"
48129,TX,"Donley County, Texas",16.9%, 580 ,165%,SNAP,185%,Other Nutrition Program,55.8%,6.1%,38.1%,24.5%, 170 ,73%,28%,$3.10,"$307,000.00"
48131,TX,"Duval County, Texas",10.4%," 1,190 ",165%,SNAP,185%,Other Nutrition Program,87.0%,1.3%,11.7%,27.1%, 780 ,69%,32%,$2.61,"$529,000.00"
48133,TX,"Eastland County, Texas",17.0%," 3,110 ",165%,SNAP,185%,Other Nutrition Program,70.0%,12.4%,17.6%,24.5%, 920 ,100%,0%,$2.76,"$1,467,000.00"
48135,TX,"Ector County, Texas",9.8%," 15,320 ",165%,SNAP,185%,Other Nutrition Program,68.4%,4.7%,26.9%,19.3%," 9,000 ",58%,42%,$2.81,"$7,339,000.00"
48137,TX,"Edwards County, Texas",6.2%, 130 ,165%,SNAP,185%,Other Nutrition Program,97.2%,2.8%,0.0%,18.4%, 60 ,97%,3%,$2.55,"$57,000.00"
48139,TX,"Ellis County, Texas",13.6%," 22,320 ",165%,SNAP,185%,Other Nutrition Program,51.7%,5.3%,43.0%,20.1%," 8,930 ",59%,41%,$2.87,"$10,917,000.00"
48141,TX,"El Paso County, Texas",9.6%," 79,860 ",165%,SNAP,185%,Other Nutrition Program,92.9%,1.3%,5.8%,22.9%," 53,740 ",70%,30%,$2.84,"$38,679,000.00"
48143,TX,"Erath County, Texas",17.7%," 7,250 ",165%,SNAP,185%,Other Nutrition Program,63.2%,4.0%,32.8%,22.6%," 1,950 ",72%,28%,$2.88,"$3,561,000.00"
48145,TX,"Falls County, Texas",20.4%," 3,520 ",165%,SNAP,185%,Other Nutrition Program,66.5%,1.7%,31.8%,27.0%," 1,000 ",73%,27%,$2.72,"$1,633,000.00"
48147,TX,"Fannin County, Texas",16.8%," 5,670 ",165%,SNAP,185%,Other Nutrition Program,57.0%,4.6%,38.4%,22.8%," 1,630 ",75%,25%,$2.98,"$2,880,000.00"
48149,TX,"Fayette County, Texas",13.0%," 3,250 ",165%,SNAP,185%,Other Nutrition Program,55.2%,3.8%,41.0%,18.7%, 970 ,62%,38%,$2.85,"$1,578,000.00"
48151,TX,"Fisher County, Texas",14.5%, 560 ,165%,SNAP,185%,Other Nutrition Program,58.3%,4.5%,37.2%,23.0%, 190 ,60%,40%,$2.91,"$278,000.00"
48153,TX,"Floyd County, Texas",11.5%, 690 ,165%,SNAP,185%,Other Nutrition Program,84.8%,6.0%,9.2%,23.8%, 380 ,78%,22%,$2.99,"$352,000.00"
48155,TX,"Foard County, Texas",11.9%, 170 ,165%,SNAP,185%,Other Nutrition Program,67.8%,18.8%,13.4%,18.0%, 50 ,100%,0%,$2.91,"$84,000.00"
48157,TX,"Fort Bend County, Texas",13.9%," 98,800 ",165%,SNAP,185%,Other Nutrition Program,41.3%,4.4%,54.3%,19.3%," 38,450 ",46%,54%,$2.96,"$49,857,000.00"
48159,TX,"Franklin County, Texas",17.0%," 1,800 ",165%,SNAP,185%,Other Nutrition Program,58.6%,7.2%,34.2%,24.3%, 630 ,65%,35%,$2.78,"$854,000.00"
48161,TX,"Freestone County, Texas",19.4%," 3,820 ",165%,SNAP,185%,Other Nutrition Program,61.4%,4.1%,34.5%,26.3%," 1,190 ",70%,30%,$2.77,"$1,804,000.00"
48163,TX,"Frio County, Texas",8.8%," 1,680 ",165%,SNAP,185%,Other Nutrition Program,79.1%,6.0%,14.9%,21.5%, 990 ,65%,35%,$2.85,"$817,000.00"
48165,TX,"Gaines County, Texas",10.4%," 2,070 ",165%,SNAP,185%,Other Nutrition Program,75.0%,10.0%,15.0%,18.8%," 1,330 ",76%,24%,$2.93,"$1,036,000.00"
48167,TX,"Galveston County, Texas",16.6%," 53,270 ",165%,SNAP,185%,Other Nutrition Program,52.7%,2.4%,44.9%,22.9%," 18,090 ",57%,43%,$3.06,"$27,800,000.00"
48169,TX,"Garza County, Texas",10.5%, 710 ,165%,SNAP,185%,Other Nutrition Program,48.2%,6.9%,44.8%,22.8%, 270 ,70%,30%,$3.00,"$363,000.00"
48171,TX,"Gillespie County, Texas",13.0%," 3,380 ",165%,SNAP,185%,Other Nutrition Program,57.3%,5.2%,37.5%,21.7%," 1,120 ",65%,35%,$2.84,"$1,638,000.00"
48173,TX,"Glasscock County, Texas",10.2%, 150 ,165%,SNAP,185%,Other Nutrition Program,83.0%,10.8%,6.2%,16.7%, 60 ,70%,31%,$2.91,"$74,000.00"
48175,TX,"Goliad County, Texas",13.3%," 1,000 ",165%,SNAP,185%,Other Nutrition Program,54.6%,2.2%,43.1%,25.3%, 410 ,54%,46%,$2.70,"$461,000.00"
48177,TX,"Gonzales County, Texas",12.3%," 2,520 ",165%,SNAP,185%,Other Nutrition Program,78.4%,3.1%,18.5%,21.6%," 1,200 ",69%,31%,$3.13,"$1,346,000.00"
48179,TX,"Gray County, Texas",15.1%," 3,470 ",165%,SNAP,185%,Other Nutrition Program,63.0%,2.6%,34.5%,23.2%," 1,360 ",64%,36%,$3.13,"$1,851,000.00"
48181,TX,"Grayson County, Texas",17.0%," 21,380 ",165%,SNAP,185%,Other Nutrition Program,58.7%,3.7%,37.6%,22.8%," 6,850 ",69%,31%,$2.71,"$9,898,000.00"
48183,TX,"Gregg County, Texas",20.2%," 24,920 ",165%,SNAP,185%,Other Nutrition Program,70.0%,4.8%,25.2%,24.6%," 7,860 ",80%,20%,$2.76,"$11,734,000.00"
48185,TX,"Grimes County, Texas",17.6%," 4,810 ",165%,SNAP,185%,Other Nutrition Program,61.5%,3.3%,35.2%,26.1%," 1,600 ",78%,22%,$3.13,"$2,570,000.00"
48187,TX,"Guadalupe County, Texas",11.5%," 17,330 ",165%,SNAP,185%,Other Nutrition Program,53.5%,4.8%,41.7%,19.4%," 7,630 ",56%,44%,$3.09,"$9,144,000.00"
48189,TX,"Hale County, Texas",13.1%," 4,510 ",165%,SNAP,185%,Other Nutrition Program,74.6%,2.4%,23.0%,23.4%," 2,240 ",74%,26%,$2.86,"$2,198,000.00"
48191,TX,"Hall County, Texas",18.4%, 570 ,165%,SNAP,185%,Other Nutrition Program,100.0%,0.0%,0.0%,25.8%, 190 ,100%,0%,$3.04,"$296,000.00"
48193,TX,"Hamilton County, Texas",16.4%," 1,350 ",165%,SNAP,185%,Other Nutrition Program,61.0%,4.2%,34.8%,24.2%, 410 ,70%,30%,$2.75,"$634,000.00"
48195,TX,"Hansford County, Texas",11.7%, 640 ,165%,SNAP,185%,Other Nutrition Program,87.5%,5.0%,7.5%,22.2%, 360 ,80%,20%,$3.00,"$328,000.00"
48197,TX,"Hardeman County, Texas",15.7%, 630 ,165%,SNAP,185%,Other Nutrition Program,70.3%,7.1%,22.6%,21.4%, 190 ,67%,33%,$2.93,"$315,000.00"
48199,TX,"Hardin County, Texas",17.4%," 9,750 ",165%,SNAP,185%,Other Nutrition Program,46.5%,3.2%,50.2%,23.9%," 3,310 ",53%,48%,$2.98,"$4,966,000.00"
48201,TX,"Harris County, Texas",16.3%," 739,120 ",165%,SNAP,185%,Other Nutrition Program,68.0%,2.6%,29.4%,23.2%," 284,790 ",67%,34%,$2.97,"$374,132,000.00"
